"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000361","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Coriobacteriia","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae::g__90","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae::g__90::Otu000361"
"Otu000378","Life","Life::Bacteria","Life::Bacteria::Actinobacteria","Life::Bacteria::Actinobacteria::Coriobacteriia","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae::Slackia","Life::Bacteria::Actinobacteria::Coriobacteriia::Coriobacteriales::Coriobacteriaceae::Slackia::Otu000378"
"Otu000529","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000529"
"Otu000535","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000535"
"Otu000170","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000170"
"Otu000499","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000499"
"Otu000344","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000344"
"Otu000065","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000065"
"Otu000112","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Anaerovibrio","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Anaerovibrio::Otu000112"
"Otu000242","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Megasphaera","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Megasphaera::Otu000242"
"Otu000059","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Megasphaera","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Megasphaera::Otu000059"
"Otu000234","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Allisonella","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Allisonella::Otu000234"
"Otu000294","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Dialister","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Dialister::Otu000294"
"Otu000053","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Dialister","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Dialister::Otu000053"
"Otu000114","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Veillonella","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Veillonella::Otu000114"
"Otu000395","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Veillonella","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Veillonella::Otu000395"
"Otu000324","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Mitsuokella","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Mitsuokella::Otu000324"
"Otu000070","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Negativicutes","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Mitsuokella","Life::Bacteria::Firmicutes::Negativicutes::Selenomonadales::Veillonellaceae::Mitsuokella::Otu000070"
"Otu000446","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae::Dehalobacterium","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae::Dehalobacterium::Otu000446"
"Otu000056","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae::Incertae_Sedis::Otu000056"
"Otu000120","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptostreptococcaceae::Incertae_Sedis::Otu000120"
"Otu000493","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000493"
"Otu000171","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000171"
"Otu000390","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000390"
"Otu000552","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Mogibacterium","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Mogibacterium::Otu000552"
"Otu000336","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000336"
"Otu000619","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000619"
"Otu000248","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000248"
"Otu000235","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::Incertae_Sedis::Otu000235"
"Otu000339","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__21","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__21::g__91","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__21::g__91::Otu000339"
"Otu000419","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::g__92","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Family_XIII::g__92::Otu000419"
"Otu000314","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae::Peptococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Peptococcaceae::Peptococcus::Otu000314"
"Otu000054","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1::Otu000054"
"Otu000444","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1::Otu000444"
"Otu000334","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Clostridiaceae_1::Clostridium_sensu_stricto_1::Otu000334"
"Otu000508","Life","Life::Bacteria","Life::Bacteria::p__9","Life::Bacteria::p__9::c__9","Life::Bacteria::p__9::c__9::o__12","Life::Bacteria::p__9::c__9::o__12::f__22","Life::Bacteria::p__9::c__9::o__12::f__22::g__93","Life::Bacteria::p__9::c__9::o__12::f__22::g__93::Otu000508"
"Otu000528","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__94","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__94::Otu000528"
"Otu000262","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__95","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__95::Otu000262"
"Otu000300","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Thermoanaerobacterales","Life::Bacteria::Firmicutes::Clostridia::Thermoanaerobacterales::Thermoanaerobacteraceae","Life::Bacteria::Firmicutes::Clostridia::Thermoanaerobacterales::Thermoanaerobacteraceae::Gelria","Life::Bacteria::Firmicutes::Clostridia::Thermoanaerobacterales::Thermoanaerobacteraceae::Gelria::Otu000300"
"Otu000392","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella::Otu000392"
"Otu000403","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella::Otu000403"
"Otu000687","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::Christensenella::Otu000687"
"Otu000618","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__96","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__96::Otu000618"
"Otu000416","Life","Life::Bacteria","Life::Bacteria::p__10","Life::Bacteria::p__10::c__10","Life::Bacteria::p__10::c__10::o__13","Life::Bacteria::p__10::c__10::o__13::f__23","Life::Bacteria::p__10::c__10::o__13::f__23::g__97","Life::Bacteria::p__10::c__10::o__13::f__23::g__97::Otu000416"
"Otu000165","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__98","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__98::Otu000165"
"Otu000111","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__99","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__99::Otu000111"
"Otu000237","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter::Otu000237"
"Otu000661","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter::Otu000661"
"Otu000322","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__100","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__100::Otu000322"
"Otu000227","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__101","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__101::Otu000227"
"Otu000513","Life","Life::Archaea","Life::Archaea::Euryarchaeota","Life::Archaea::Euryarchaeota::Thermoplasmata","Life::Archaea::Euryarchaeota::Thermoplasmata::Thermoplasmatales","Life::Archaea::Euryarchaeota::Thermoplasmata::Thermoplasmatales::Thermoplasmatales_Incertae_Sedis","Life::Archaea::Euryarchaeota::Thermoplasmata::Thermoplasmatales::Thermoplasmatales_Incertae_Sedis::Candidatus_Methanomethylophilus","Life::Archaea::Euryarchaeota::Thermoplasmata::Thermoplasmatales::Thermoplasmatales_Incertae_Sedis::Candidatus_Methanomethylophilus::Otu000513"
"Otu000386","Life","Life::Archaea","Life::Archaea::Euryarchaeota","Life::Archaea::Euryarchaeota::Methanobacteria","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae::Methanobrevibacter","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae::Methanobrevibacter::Otu000386"
"Otu000726","Life","Life::Archaea","Life::Archaea::Euryarchaeota","Life::Archaea::Euryarchaeota::Methanobacteria","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae::Methanosphaera","Life::Archaea::Euryarchaeota::Methanobacteria::Methanobacteriales::Methanobacteriaceae::Methanosphaera::Otu000726"
"Otu000384","Life","Life::Bacteria","Life::Bacteria::Verrucomicrobia","Life::Bacteria::Verrucomicrobia::Verrucomicrobiae","Life::Bacteria::Verrucomicrobia::Verrucomicrobiae::Verrucomicrobiales","Life::Bacteria::Verrucomicrobia::Verrucomicrobiae::Verrucomicrobiales::Verrucomicrobiaceae","Life::Bacteria::Verrucomicrobia::Verrucomicrobiae::Verrucomicrobiales::Verrucomicrobiaceae::Akkermansia","Life::Bacteria::Verrucomicrobia::Verrucomicrobiae::Verrucomicrobiales::Verrucomicrobiaceae::Akkermansia::Otu000384"
"Otu000376","Life","Life::Bacteria","Life::Bacteria::Cyanobacteria","Life::Bacteria::Cyanobacteria::Melainabacteria","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__24","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__24::g__102","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__24::g__102::Otu000376"
"Otu000172","Life","Life::Bacteria","Life::Bacteria::Cyanobacteria","Life::Bacteria::Cyanobacteria::Melainabacteria","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__25","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__25::g__103","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__25::g__103::Otu000172"
"Otu000372","Life","Life::Bacteria","Life::Bacteria::Cyanobacteria","Life::Bacteria::Cyanobacteria::Melainabacteria","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__26","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__26::g__104","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__26::g__104::Otu000372"
"Otu000460","Life","Life::Bacteria","Life::Bacteria::Cyanobacteria","Life::Bacteria::Cyanobacteria::Melainabacteria","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__27","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__27::g__105","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__27::g__105::Otu000460"
"Otu000187","Life","Life::Bacteria","Life::Bacteria::Cyanobacteria","Life::Bacteria::Cyanobacteria::Melainabacteria","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__28","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__28::g__106","Life::Bacteria::Cyanobacteria::Melainabacteria::Gastranaerophilales::f__28::g__106::Otu000187"
"Otu000369","Life","Life::Bacteria","Life::Bacteria::Fusobacteria","Life::Bacteria::Fusobacteria::Fusobacteriia","Life::Bacteria::Fusobacteria::Fusobacteriia::Fusobacteriales","Life::Bacteria::Fusobacteria::Fusobacteriia::Fusobacteriales::Fusobacteriaceae","Life::Bacteria::Fusobacteria::Fusobacteriia::Fusobacteriales::Fusobacteriaceae::Fusobacterium","Life::Bacteria::Fusobacteria::Fusobacteriia::Fusobacteriales::Fusobacteriaceae::Fusobacterium::Otu000369"
