"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000090","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus::Otu000090"
"Otu000304","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus::Otu000304"
"Otu000073","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000073"
"Otu000176","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000176"
"Otu000286","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000286"
"Otu000577","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000577"
"Otu000356","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__161","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__161::Otu000356"
"Otu000342","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000342"
"Otu000400","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000400"
"Otu000440","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000440"
"Otu000788","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__162","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__162::Otu000788"
"Otu000601","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000601"
"Otu000680","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000680"
"Otu000641","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000641"
"Otu000533","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Anaerotruncus::Otu000533"
"Otu000299","Life","Life::Bacteria","Life::Bacteria::p__23","Life::Bacteria::p__23::c__24","Life::Bacteria::p__23::c__24::o__31","Life::Bacteria::p__23::c__24::o__31::f__54","Life::Bacteria::p__23::c__24::o__31::f__54::g__163","Life::Bacteria::p__23::c__24::o__31::f__54::g__163::Otu000299"
"Otu000722","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__55","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__55::g__164","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__55::g__164::Otu000722"
"Otu000456","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000456"
"Otu000423","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__56","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__56::g__165","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__56::g__165::Otu000423"
"Otu000066","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__166","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__166::Otu000066"
"Otu000057","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus::Otu000057"
"Otu000545","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000545"
"Otu000578","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000578"
"Otu000548","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000548"
"Otu000547","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000547"
"Otu000660","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__167","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__167::Otu000660"
"Otu000505","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__168","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__168::Otu000505"
"Otu000399","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000399"
"Otu000693","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000693"
"Otu000371","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__57","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__57::g__169","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__57::g__169::Otu000371"
"Otu000205","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__58","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__58::g__170","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__58::g__170::Otu000205"
"Otu000436","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::c__25","Life::Bacteria::Firmicutes::c__25::o__32","Life::Bacteria::Firmicutes::c__25::o__32::f__59","Life::Bacteria::Firmicutes::c__25::o__32::f__59::g__171","Life::Bacteria::Firmicutes::c__25::o__32::f__59::g__171::Otu000436"
"Otu000319","Life","Life::Bacteria","Life::Bacteria::p__24","Life::Bacteria::p__24::c__26","Life::Bacteria::p__24::c__26::o__33","Life::Bacteria::p__24::c__26::o__33::f__60","Life::Bacteria::p__24::c__26::o__33::f__60::g__172","Life::Bacteria::p__24::c__26::o__33::f__60::g__172::Otu000319"
"Otu000301","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__173","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__173::Otu000301"
"Otu000256","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__61","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__61::g__174","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__61::g__174::Otu000256"
"Otu000611","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__62","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__62::g__175","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__62::g__175::Otu000611"
"Otu000255","Life","Life::Bacteria","Life::Bacteria::p__25","Life::Bacteria::p__25::c__27","Life::Bacteria::p__25::c__27::o__34","Life::Bacteria::p__25::c__27::o__34::f__63","Life::Bacteria::p__25::c__27::o__34::f__63::g__176","Life::Bacteria::p__25::c__27::o__34::f__63::g__176::Otu000255"
"Otu000453","Life","Life::Bacteria","Life::Bacteria::p__26","Life::Bacteria::p__26::c__28","Life::Bacteria::p__26::c__28::o__35","Life::Bacteria::p__26::c__28::o__35::f__64","Life::Bacteria::p__26::c__28::o__35::f__64::g__177","Life::Bacteria::p__26::c__28::o__35::f__64::g__177::Otu000453"
"Otu000397","Life","Life::Bacteria","Life::Bacteria::p__27","Life::Bacteria::p__27::c__29","Life::Bacteria::p__27::c__29::o__36","Life::Bacteria::p__27::c__29::o__36::f__65","Life::Bacteria::p__27::c__29::o__36::f__65::g__178","Life::Bacteria::p__27::c__29::o__36::f__65::g__178::Otu000397"
"Otu000691","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000691"
"Otu000826","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::c__30","Life::Bacteria::Firmicutes::c__30::o__37","Life::Bacteria::Firmicutes::c__30::o__37::f__66","Life::Bacteria::Firmicutes::c__30::o__37::f__66::g__179","Life::Bacteria::Firmicutes::c__30::o__37::f__66::g__179::Otu000826"
"Otu000274","Life","Life::Bacteria","Life::Bacteria::p__28","Life::Bacteria::p__28::c__31","Life::Bacteria::p__28::c__31::o__38","Life::Bacteria::p__28::c__31::o__38::f__67","Life::Bacteria::p__28::c__31::o__38::f__67::g__180","Life::Bacteria::p__28::c__31::o__38::f__67::g__180::Otu000274"
"Otu000653","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000653"
"Otu000488","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000488"
"Otu000430","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000430"
"Otu000574","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000574"
"Otu000138","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Ruminococcus::Otu000138"
"Otu000156","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__181","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__181::Otu000156"
"Otu000035","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Subdoligranulum","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Subdoligranulum::Otu000035"
